Date,kWh,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Press_avg,Precipit
2019-11-30,0.4924583333333333,75.8,68.7,79.0,10.1,29.7,0.0
2019-12-01,0.39949999999999997,59.9,53.6,81.9,8.4,29.9,0.61
2019-12-02,0.41958333333333336,60.0,45.2,60.9,11.0,30.0,0.24
2019-12-03,0.49874999999999997,67.5,66.3,95.7,12.9,30.0,0.0
2019-12-04,0.5734583333333333,66.1,57.0,73.4,10.3,29.7,0.04
2019-12-05,0.6879166666666666,69.8,63.1,80.8,8.5,29.8,0.4
2019-12-06,1.2045416666666666,79.7,65.1,64.7,3.5,29.9,0.01
2019-12-07,1.6615416666666667,87.9,71.5,59.9,10.6,29.7,0.0
2019-12-08,1.9325833333333333,89.6,74.3,63.0,7.3,29.8,0.0
2019-12-09,0.9323333333333333,83.7,72.8,72.2,6.7,29.9,0.05
2019-12-10,0.3272083333333333,60.0,44.6,58.3,11.0,30.0,0.49
2019-12-11,0.547875,39.0,24.7,58.5,16.4,30.3,0.01
2019-12-12,0.39949999999999997,50.8,41.9,72.7,3.3,30.1,0.0
2019-12-13,0.44120833333333337,61.5,50.6,69.0,4.5,29.8,0.0
2019-12-14,0.3994166666666667,59.6,49.2,72.5,5.4,29.7,0.0
2019-12-15,0.546125,74.1,66.6,78.7,10.2,29.7,0.0
2019-12-16,0.441,62.9,56.0,78.6,13.2,29.8,0.0
2019-12-17,0.4524166666666667,45.0,30.3,57.6,14.7,30.2,0.06
2019-12-18,0.5241250000000001,44.0,26.1,55.0,2.6,30.3,0.0
2019-12-19,0.557125,45.5,31.3,61.6,4.5,30.3,0.0
2019-12-20,0.570375,49.7,39.3,68.0,7.6,30.2,0.0
2019-12-21,0.3020833333333333,51.7,39.9,64.5,5.6,30.2,0.02
2019-12-22,0.203125,51.2,39.8,67.1,7.2,30.1,0.0
2019-12-23,0.20625000000000002,53.3,39.8,64.5,3.8,30.0,0.0
2019-12-24,0.21062499999999998,57.0,46.7,70.9,2.6,29.9,0.0
2019-12-25,0.20566666666666666,58.1,52.0,82.0,3.8,29.9,0.0
2019-12-26,0.20966666666666664,59.7,53.9,83.0,3.5,29.9,0.0
2019-12-27,0.21554166666666666,62.4,59.4,90.0,5.9,29.9,0.0
2019-12-28,0.21666666666666665,69.6,65.0,85.9,10.1,29.7,0.0
2019-12-29,0.2212083333333333,60.8,51.8,75.6,9.9,29.7,0.12
2019-12-30,0.206125,50.3,31.0,51.8,5.7,30.0,0.71
2019-12-31,0.21008333333333332,48.8,31.3,55.3,2.7,30.1,0.0
